"rotulo","provincia","direccion"
"CEPSA","MADRID","AUTOVIA A-5 KM. 28,6"
"CHEAPOIL","MADRID","CALLE ZACARIAS (DE), 20"
"BALLENOIL","MADRID","CALLE MINA DEL COTORRO (DE LA), S/N"
"MAXPETROL","MADRID","CALLE CAMINO DE BASTOS, 6"
"BP","MADRID","CALLE PASEO DE LAS CAMELIAS, 2"
"NATURGY","MADRID","CARRETERA DE PARLA A PINTO M-408 KM. S/N"
"SERVIFACIL","MADRID","AVENIDA CERRO DEL RUBAL, 12"
"PETROPRIX","MADRID","AVENIDA RONDA (DE), S/N"
"G.P.S. OIL","MADRID","AVENIDA CERRO DEL RUBAL, 1"
"SHELL","MADRID","AVENIDA DE LAS LAGUNAS, 1"
"E.LECLERC","MADRID","CALLE NANTES, 119"
"BALLENOIL","MADRID","CALLE REAL, 125"
"BALLENOIL","MADRID","CALLE TOLEDO CV VIA DE RONDA, SN"
"REPSOL   ACTUALIZACION A 15/OCTUBRE/2007","MADRID","CR M-501, 48,2 (M-501 km 48,25)"
"CEPSA","MADRID","AUTOVIA A-3 KM. 43,3"
"BP A3 PERALES DE TAJUNA","MADRID","AUTOVIA A-3 (MADRID-LEVANTE) KM. 37,870"
"GALP","MADRID","CRTA. N-III PK. 41,00"
"REPSOL","MADRID","CR A-4  P.K. 20,20 D"
"REPSOL","MADRID","CR A-4  P.K. 20,20 I"
"BP NASSICA 365","MADRID","CALLE COTO DE DOÑANA (DEL), 6"
"REPSOL","MADRID","CALLE SIERRA NEVADA, 5"
"CEPSA LAS ARENAS 365","MADRID","CALLE ARENAS (DE LAS), 2"
"CEPSA A4 PINTO 365","MADRID","CALLE COTO DE DOÑANA, 1"
"E.LECLERC","MADRID","CALLE PABLO PICASSO, SN"
"CARREFOUR","MADRID","CALLE LUIS BUÑUEL, 3"
"BP SOMOSAGUAS","MADRID","AVENIDA RADIO TELEVISION ESPAÑOLA, 1"
"BP POZUELO","MADRID","CARRETERA M-503 VÍA DE LAS DOS CASTILLAS KM. 6,3"
"REPSOL","MADRID","CARRETERA CARABANCHEL M-502 KM. 3600"
"REPSOL","MADRID","CALLE ENRIQUE GRANADOS, 1"
"SHELL","MADRID","CTRA. N-III km 19,5"
"CARREFOUR","MADRID","POLIGONO SANTA ANA, AVDA DE LA TECNICA, S/N"
"REPSOL","MADRID","AVENIDA DE LA TECNICA, S/N"
"CEPSA","MADRID","AVENIDA AURELIO ALVAREZ, S/N"
"BALLENOIL","MADRID","CALLE CINCEL (DEL), S"
"BALLENOIL","MADRID","AVENIDA PABLO IGLESIAS (DE), 78"
"CEPSA","MADRID","CALLE DE LA FUNDICION, 53"
"BALLENOIL","MADRID","CALLE FUNDICION, 19"
"AVIA","MADRID","CALLE SEVERO OCHOA, SN"
"PETROPRIX","MADRID","CALLE CINCEL (DEL), 2"
"BP LAS ROZAS","MADRID","CL LAS CRUCES  S/N"
"BALLENOIL","MADRID","CALLE CABO RUFINO LAZARO, 7"
"CARREFOUR","MADRID","CARRETERA MADRID-LA CORUÑA KM. 22"
"REPSOL","MADRID","CTRA. M-505 km 5,5"
"REPSOL","MADRID","CALLE COPENHAGUES/N, S/N"
"REPSOL","MADRID","A-6 km 25,5"
"REPSOL","MADRID","AUTOVIA A 1 KM. 34"
"GALP","MADRID","AV. CASTILLA, 4"
"REPSOL","MADRID","AVENIDA CASTILLA (DE), 43"
"BP SAN FERNANDO PUERTA DE MADRID 365 II","MADRID","CALLE CERRAJEROS (DE LOS), 10"
"BP SAN FERNANDO PUERTA DE MADRID 365 I","MADRID","CALLE CERRAJEROS, 10"
"MOLGAS","MADRID","CALLE CERRAJEROS DE LOS, 10"
"REPSOL","MADRID","CR N-2, 16,3"
"REPSOL","MADRID","CR N-2, 16,3"
"REPSOL","MADRID","CALLE DE LOS HERRADORES, 1"
"BP SAN FERNANDO - LA PRESA","MADRID","CALLE LA PRESA, S/N"
"BP SAN FERNANDO - M LUTHER KING","MADRID","AV MARTIN LUTHER KING, S/N ESQUINA M-216"
"CEPSA","MADRID","AUTOPISTA AP-6 KM. 42,3"
"PLENOIL","MADRID","CARRETERA GUADARRAMA KM. 57"
"OLIVAR ALTO 24H","MADRID","CARRETERA M-506 KM. 36,330"
"SUPECO","MADRID","AVENIDA DE MADRID, 34"
"HAM","MADRID","AUTOVIA NACIONAL I KM. 26,200"
"BALLENOIL","MADRID","AVENIDA PIRINEOS (DE LOS), 21"
"CEPSA","MADRID","N-I (MADRID-BURGOS) km 24,100"
"REPSOL","MADRID","CR N-1, 18,6"
"CEPSA","MADRID","AVENIDA TENERIFE (DE), 14"
"CEPSA","MADRID","CTRA. BURGOS"
"GALP","MADRID","AUTOVIA NACIONAL I KM. 26,200"
"BALLENOIL","MADRID","AVENIDA MATAPIÑONERA, 20"
"BALLENOIL","MADRID","PASEO EUROPA, 22"
"BALLENOIL","MADRID","AVENIDA TENERIFE, 10"
"PETROPRIX","MADRID","AVENIDA FUENTE NUEVA, 18"
"BP LAS NAVAS","MADRID","AUTOVIA N-1 KM. 80,200"
"BALLENOIL","MADRID","CALLE OLMO, 1"
"CEPSA","MADRID","AVENIDA CONSTITUCION, 167"
"BALLENOIL","MADRID","CALLE CHARCA DE LOS PECES, 2"
"STORE FUEL","MADRID","CALLE SOLANA, 56"
"BP TORREJON - CTRA LOECHES","MADRID","CARRETERA DE TORREJON A LOECHES KM. 1,100"
"BP TORREJON - AV FRONTERAS","MADRID","AVENIDA DE LAS FRONTERAS, S/N"
"CEPSA","MADRID","AVENIDA DEL SOL, S,N"
"SHELL","MADRID","AVENIDA DE LAS ESTACIONES, 2"
"SHELL","MADRID","AVENIDA DE LA CIRCUNVALACION, 24"
"SHELL","MADRID","AVENIDA DE LA CONSTITUCION, 262"
"E.LECLERC","MADRID","AVENIDA PREMIOS NOBEL, 1"
"SHELL","MADRID","POLIGONO CASABLANCA C/JACINTO BENAVENTE, 6"
"GASEXPRESS","MADRID","AVENIDA SOL, 50"
"FAST FUEL","MADRID","CALLE MARIO VARGAS LLOSA, 4"
"CEPSA","MADRID","CALLE GENERALISIMO, 1"
"CEPSA","MADRID","CALLE GENERALISIMO, 1"
"GASOLEOS TORRES LOW COST 24H.","MADRID","CALLE MADRID, 46"
"GREEN GAS","MADRID","CALLE BRUSELAS, 4"
"REPSOL","MADRID","CL AV DE LA INDUSTRIA, 58"
"PLENOIL","MADRID","AVENIDA INDUSTRIA (DE LA), 52"
"BP TRES CANTOS","MADRID","AVENIDA INDUSTRIA (DE LA), S/N"
"REPSOL","MADRID","CARRETERA ANDALUCIA KM. 28,230"
"HAM","MADRID","CALLE NARCISO MONTURIOL, 28"
"GASOLINERA VALDEMORO","MADRID","AVENIDA MADRID (DE), 6"
"E. LECLERC","MADRID","AVENIDA ANDALUCIA (DE), 118"
"REPSOL","MADRID","CALLE ARTURO DUPERIER, S/N"
"GALP","MADRID","CALLE AGUADO, 11"
"BP POLIGONO ROMPECUBAS","MADRID","CALLE NARCISO MONTURIOL, 32"
"SUPER GASOIL","MADRID","AVENIDA ANDALUCIA DE, 519"
"LAS PALMERAS","MADRID","RONDA COMUNIDADES (DE LAS), 107"
"LCH LOW COST","MADRID","AVENIDA MADRID (DE), 7"
"E-LECLERC","MADRID","CALLE NARCISO MONTURIOL, 30"
"HAM","MADRID","CALLE TAMBORA, 4"
"CASTROIL","MADRID","CALLE JUAN MARIA LEONET ZABALA, 19"
"FAST FUEL","MADRID","CALLE SEVERO OCHOA, 48"
"BALLENOIL","MADRID","CARRETERA M-233 KM. 6,800"
"BP VILLAMANTA","MADRID","CARRETERA M-507 KM. 6,700"
"BALLENOIL","MADRID","AVENIDA SIERRA DE GUADARRAMA, 10"
"SHELL","MADRID","CARRETERA M-600 KM. 28"
"GALP","MADRID","CARRETERA M-501 KM. 27"
"REPSOL","MADRID","CR M-509, 7,300"
"CEPSA","MADRID","AUTOVIA A-3 KM. 49,3"
"RECESPAÑA","MADRID","CL FRAY JOSE DE SAN JACINTO 10"
"BP MARIA","MADRID","AVENIDA QUITAPESARES, 1"
"REPSOL","MADRID","CARRETERA M-50 KM. 66,5"
"REPSOL","MADRID","CARRETERA M-50 KM. 66,5"
"BALLENOIL","MADRID","AVENIDA QUITAPESARES, 33"
"PLENOIL","MÁLAGA","CALLE TALLERES, 4"
"SHELL","MÁLAGA","AVENIDA CIUDAD DE CEUTA, S/N"
"SHELL","MÁLAGA","AVENIDA MALAGA, S/N"
"HIDROCARBUROS ALHAURIN - AGLA","MÁLAGA","CARRETERA MA-404 KM. 23"
"LAS AMÉRICAS","MÁLAGA","AVENIDA LAS AMERICAS, S/N"
"PLENOIL","MÁLAGA","CAMINO ANGOSTURA DE LA CAPELLANIA, SN"
"ECOAREA ALHAURÍN","MÁLAGA","POLIGONO LA ROSA , CALLE GUADALMEDINA, 13"
"BP LA VENTILLA","MÁLAGA","CARRER A387.CRUCE MIJAS KM4, 4"
"BP LA PEÑITA","MÁLAGA","CARRER COMARCAL 344 KM 72.200, 72200"
"REPSOL","MÁLAGA","CARRETERA CARTAMA KM. 1 KM."
"GACOSUR ANTEQUERA","MÁLAGA","CALLE ACLARADORES LOS, 10"
"PLENOIL","MÁLAGA","AVENIDA AVENIDA PRINCIPAL(P.IND), 4"
"NATURGY ANTEQUERA","MÁLAGA","POLIGONO PARQUE EMPRESARIAL ESTE, S/N"
"IDS","MÁLAGA","POLIGONO POLIGONO EMPRESARIAL CALLE CATALUÑA, 2"
"REPSOL","MÁLAGA","N-331 KM 114,2,"
"REPSOL","MÁLAGA","AUTOPISTA AP-46 KM. 3,300"
"REPSOL","MÁLAGA","AUTOPISTA AP-46 KM. 3,300"
"REPSOL","MÁLAGA","CARRETERA A-45 KM. 111,5"
"REPSOL","MÁLAGA","CALLE EL EFEBO, S/N"
"BP","MÁLAGA","CARRETERA A-384 KM. 77,6"
"ASC CARBURANTES","MÁLAGA","ALAMEDA DE ANDALUCÍA, 42"
"PETROPRIX","MÁLAGA","LUGAR RESIDENCIA DE LA VEGA, 1"
"PLENOIL","MÁLAGA","CALLE BERNARDO SIMON DE PINDEA, 1"
"BP  LA VEGA DE ANTEQUERA","MÁLAGA","CALLE CRUZ BLANCA, 40"
"BP","MÁLAGA","AUTOVIA A-45 KM. 120"
"REPSOL","MÁLAGA","AUTOVIA A-92 KM. 160"
"LA PURISIMA","MÁLAGA","MA-207 km 1"
"AGLA","MÁLAGA","POLIGONO POL. INDUSTRIAL ARDALES PARCELA 1, 1"
"AGRARIA DEL TURON","MÁLAGA","AVDA BLANES S.N."
"REPSOL","MÁLAGA","CL AV.GARCIA LORCA-ARROYO MIEL, 17"
"BP MIRAMAR BENALMADENA","MÁLAGA","TERRENOS PARCELA I.C. EN P.V.I. EN V.A.-I SANTANGELO - ARROYO DE LA MIEL, 1"
"GALP","MÁLAGA","AVDA. DE ARROYO HONDO S/N"
"PETROMARKT","MÁLAGA","CALLE SIDRA, 4"
"BALLENOIL","MÁLAGA","CALLE PACHARAN, 25"
"PETROPRIX","MÁLAGA","URBANIZACIÓN LA LEALA, 22"
"BALLENOIL","MÁLAGA","CALLE SANTO TOMAS URBANIZ. LA LEALA PARCELA 3 Y 4, 3"
"SMART OIL","MÁLAGA","CARRETERA JEREZ-CARTAGENA KM. 62"
"S.C.A.OLIVARERA SAN BENITO","MÁLAGA","DISEMINADO EXTRAMUROS, S/N"
"BALLENOIL","MÁLAGA","SECTOR UR.21 PARCELA 9, 9"
"BP RIO GRANDE","MÁLAGA","CR A-357 CAMPILLOS-MALAGA, KM 47"
"CEPSA","MÁLAGA","AUTOVIA CAMPILLOS-MALAGA KM. 50,05"
"CEPSA","MÁLAGA","AVENIDA ANDALUCIA, 55"
"CEPSA","MÁLAGA","CARRETERA CARTAMA-COIN KM. 3,8"
"BP ES CARTAMA","MÁLAGA","AUTOVIA A-357 KM. 57"
"PETROSUR JQ43","MÁLAGA","AVENIDA DE LA HUERTA, 14"
"AGLA","MÁLAGA","CTRA.A-357, (ZALEA-ARDALES) km 33,2"
"PETROPRIX COIN","MÁLAGA","AVENIDA REINA SOFIA, 43"
"BALLENOIL","MÁLAGA","AVENIDA REINA SOFIA, S/N"
"REPSOL","MÁLAGA","AVDA. REINA SOFIA, S/N"
"LA TROCHA","MÁLAGA","CARRETERA COIN-CARTAMA KM. 1"
"REPSOL","MÁLAGA","CARRETERA CN 340 KM. 148"
"REPSOL","MÁLAGA","AU AP-7  161,00 D"
"REPSOL","MÁLAGA","AU AP-7, 161,00 I"
"REPSOL","MÁLAGA","CR N-340, 169,1"
"E.S. SALADILLO","MÁLAGA","URBANIZACIÓN EL SALADILLO,"
"GALP","MÁLAGA","CALLE DOCTOR CRISTOBAL RUIZ MENDEZ, 75"
"BALLENOIL","MÁLAGA","CALLE GRAHAM BELL, 13"
"BALLENOIL","MÁLAGA","SECTOR ARROYO ENMEDIO E4, 4"
"PETROL & GO","MÁLAGA","AUTOVIA A-7 KM. 151"
"BP AVENIDA JUAN CARLOS I","MÁLAGA","AVENIDA JUAN CARLOS I, 139"
"BP ESTEPONA","MÁLAGA","CR N-340, P.K.  157.1"
"CARREFOUR","MÁLAGA","AVENIDA PALMERAS DE LAS, 1"
"CEPSA","MÁLAGA","AUTOVIA A-7 KM. 292"
"BP EL CASTILLO","MÁLAGA","CARRER NACIONAL 340 KM212, 212"
"REPSOL","MÁLAGA","CARRETERA CR DE MIJAR KM. 6"
"BP EL TEJAR","MÁLAGA","AVENIDA CLEMENTE DIAZ RUIZ, SN"
"BP FUENGIROLA - CENTRO","MÁLAGA","AVENIDA GAVIOTAS LAS, 10"
"BALLENOIL","MÁLAGA","AVENIDA ALCALDE CLEMENTE DIAZ RUIZ, 38"
"Q8 EASY","MÁLAGA","CARRETERA DE MIJAS, EQUINA CALLE VIRIATO KM. 6,1"
"PLENOIL","MÁLAGA","AVENIDA ALCALDE CLEMENTE DIAZ  RUIZ, 34"
"CEPSA","MÁLAGA","CARRETERA A-92 KM. 135"
"CEPSA","MÁLAGA","CARRETERA A-92 KM. 138,2"
"REPSOL","MÁLAGA","AUTOVIA N-331 KM. 165"
"GALP","MÁLAGA","AVENIDA RONDA ESTE, SALIDA EL LIMONARN-340 KM 244,000,"
"BP CHURRIANA","MÁLAGA","CARRER CAMINO DE COIN, 90"
"BP MALAGA - CIUDAD JARDIN","MÁLAGA","AVENIDA SANTIAGO RAMON Y CAJAL, 102"
"REPSOL","MÁLAGA","AVENIDA JUAN SEBASTIAN ELCANO, 2"
"REPSOL","MÁLAGA","CR N-340 km 231,9"
"BP ES GUADALHORCE","MÁLAGA","CALLE RUSIA, 4"
"CARREFOUR","MÁLAGA","CARRETERA CADIZ KM. 241"
"REPSOL","MÁLAGA","AVENIDA VELAZQUEZ, 104"
"SHELL","MÁLAGA","CALLE ESTEBAN SALAZAR CHAPELA, 28"
"AUMAT","MÁLAGA","CALLE CONCEPCION ARENAL, 9"
"PETROPRIX","MÁLAGA","CALLE LICURGO, 2"
"BP CAMINO SUAREZ","MÁLAGA","AV VALLE INCLAN, S/N"
"CARREFOUR","MÁLAGA","CALLE SAIN EXUPERY, S/N"
"CEPSA","MÁLAGA","CALLE POLIGONO INDUSTRIAL TREVELEZ - C/OFFENBACH, S/N"
"REPSOL","MÁLAGA","CL AVENIDA CARLOS HAYA, 78"
"REPSOL","MÁLAGA","AVENIDA LOPE DE VEGA, S/N"
"REPSOL","MÁLAGA","CALLE DEMOSTONES ESQ. JENOFONTES, S/N"
"REPSOL","MÁLAGA","CL VALLE INCLAN , S.N."
"BP LAS CHAPAS","MÁLAGA","CALLE MARTINEZ MALDONADO, 62"
"VLADOIL MÁLAGA","MÁLAGA","CALLE JORGE E. LORING OYARZABAL, 4"
"REPSOL","MÁLAGA","CL PZ. CRUZ HUMILLADERO, 2"
"BP UNIVERSIDAD","MÁLAGA","CALLE MARISMA, 48"
"BP TEATINOS","MÁLAGA","AVENIDA MARIA ZAMBRANO/ALFR., 1"
"ESTACION AUTOBUSES","MÁLAGA","PASEO LOS TILOS, 21"
"PETROPRIX","MÁLAGA","CALLE BAHIA BLANCA, 31"
"GALP","MÁLAGA","AVENIDA AVDA. WASHINGTON-POLIG. EL VISO, 68"
"NEW OIL MALAGA","MÁLAGA","AVENIDA ORTEGA Y GASSET (MERCAMALAGA), 553"
"PETROPRIX","MÁLAGA","AVENIDA JOSE ORTEGA Y GASSET, 277"
"REPSOL","MÁLAGA","CC MA-401 km 9,158"
"REPSOL","MÁLAGA","CALLE GRAHAM BELL, S/N"
"REPSOL","MÁLAGA","CL AYALA, SN"
"BP AEROPUERTO","MÁLAGA","CR N-348, M.D. RAMAL AEROPUERTO"
"REPSOL","MÁLAGA","CARRETERA N-340 KM. 144,700"
"GALP","MÁLAGA","CARRETERA N-340 KM. 171"
"CEPSA","MÁLAGA","AUTOPISTA AP-7B (MRG.DCHO.) KM. 138,5"
"CEPSA","MÁLAGA","AUTOPISTA AP-7B (MRG.IZDO.) KM. 138,5"
"BP OJEN","MÁLAGA","CARRETERA OJEN C.C. LA CAÑADA KM. 0"
"BP JOY MARBELLA","MÁLAGA","CARRETERA N-340 KM. 178,875"
"AGLA EL ROCIO DE NAGUELES","MÁLAGA","CARRETERA NACIONAL 340 KM. 179"
"GALP","MÁLAGA","AVENIDA RICARDO SORIANO, 51"
"CAMPSA","MÁLAGA","AVENIDA DE LA RIBERA, S/N"
"REPSOL","MÁLAGA","AUTOPISTA AP-7 KM. 187"
"REPSOL","MÁLAGA","AU AP-7, 187,00 I"
"REPSOL","MÁLAGA","CARRETERA CN 340 KM. 199,3"
"REPSOL","MÁLAGA","CARRETERA CN 340 KM. 199,3"
"REPSOL","MÁLAGA","CL AVENIDA ARIAS DE VELASCO, S/N"
"REPSOL","MÁLAGA","AUTOVIA N 340 KM. 189"
"SHELL","MÁLAGA","AVENIDA TRAPICHE, S/N"
"BP ARCO MARBELLA","MÁLAGA","C.N. 340, BRAZO NORTE km 182,5"
"REPSOL","MÁLAGA","CALLE CARRIL DE PICAZA-PG SAN P, S/N"
"CEPSA","MÁLAGA","N-340 km 170,7"
"PETROPRIX","MÁLAGA","CALLE CARRIL DE PICAZA-PG SAN P, S/N"
"SHELL","MÁLAGA","CARRETERA N-340 KM. 176"
"GALP","MÁLAGA","CARRETERA CN-340 NUEVA ANDALUCIA KM. 173"
"BP LAS MEDRANAS","MÁLAGA","UR LAS MEDRANAS  S/N"
"CARREFOUR","MÁLAGA","AVENIDA AV. DE LA ENCARNACIÓN, S/N"
"CARREFOUR","MÁLAGA","AUTOVIA DE LOS LIRIOS KM. 210"
"BP LA VEGA DE MIJAS","MÁLAGA","CARRER COMARCAL426 KM8, 8"
"BP LA CALA","MÁLAGA","AREA, ARRABAL BUTIPLAYA LA, 1"
"GALP","MÁLAGA","AVENIDA MARE NOSTRUM, S/N"
"PETROPRIX MIJAS","MÁLAGA","CAMINO VIEJO DE COIN, 43"
"BP","MÁLAGA","CARRETERA A-355 KM. 20"
"E.S NERJA","MÁLAGA","AVENIDA DE PESCIA, 3"
"BP","MÁLAGA","MA-105 km 0,3"
"BALLENOIL","MÁLAGA","CALLE PAGO CASTILLO ALTO, 1"
"AGLA LA VENTILLA","MÁLAGA","CARRETERA A397 KM. 11,900"
"EXPRESS","MÁLAGA","CALLE INGENIERO PABLO ESTEBAN MAES, 3"
"TAMOIL","MÁLAGA","CARRETERA N340 KM. 254,9"
"BP RINCON DE LA VICTORIA","MÁLAGA","CARRETERA N 340 KM. 252"
"REPSOL","MÁLAGA","AVENIDA MALAGA,"
"SHELL","MÁLAGA","CARRETERA A7 KM. 256"
"GEDS RONDA","MÁLAGA","CALLE GUADALHORCE, 4"
"SHELL","MÁLAGA","CALLE GENAL, 31"
"MEROIL","MÁLAGA","CALLE DON FRANCISCO CARRILLO DE MENDOZA Y MORALES, 1"
"GALP","MÁLAGA","CARRETERA A-367 KM. 5"
"AGLA - HNOS MARTIN","MÁLAGA","CALLE CRUZ, 67"
"SHELL","MÁLAGA","CALLE CANAL, 4"
"COLOSO","MÁLAGA","AVENIDA MANUEL FRAGA IRIBARNE, 17"
"REPSOL","MÁLAGA","AU AP-7  224,00  D"
"REPSOL","MÁLAGA","AU AP-7  224,00  I"
"REPSOL","MÁLAGA","AVENIDA BENALMADENA, 1"
"REPSOL","MÁLAGA","AVENIDA CARLOTA ALEXANDRE, 9"
"REPSOL","MÁLAGA","AVDA MANUEL FRAGA IRIBARNE, 9"
"REPSOL","MÁLAGA","CL AVDA. MANUEL FRAGA IRIBARNE,14"
"PLENOIL","MÁLAGA","CALLE CANADA DE LOS CARDOS, SN"
"CARREFOUR","MÁLAGA","CALLE ANTONIO MARQUEZ MUÑOZ, 25"
"BP CERRO LARGO","MÁLAGA","AVENIDA CARLOTA ALESSANDRI, 210"
"BP TORROX","MÁLAGA","AUTOVIA A-7 KM. 287"
"EROSKI","MÁLAGA","AVENIDA JUAN CARLOS I, S/N"
"MAXOIL","MÁLAGA","CALLE BENAVENTE PARC 23-24 POL. IND. LOS ZAMORANOS, 23"
"PETROPRIX","MÁLAGA","AVENIDA REY JUAN CARLOS I, 5"
"LOS REMEDIOS","MÁLAGA","CL AVDA. VIVAR TELLEZ, 26"
"LA INMACULADA","MÁLAGA","CARRETERA A-335 km 1,3"
"BALLENOIL","MÁLAGA","CAMINO HIGUERAL EL, 28"
"REPSOL","MÁLAGA","AV DE ANDALUCIA, 14"
"GUEROIL","MÁLAGA","AUTOVIA AUTOVIA DEL MEDITERRANEO A-7 KM. 264,5"
"EASYGAS","MÁLAGA","AUTOVIA DEL MEDITERRANEO (A-7) KM. 264,5"
"REPSOL","MÁLAGA","CARRETERA A-356 KM. 43,5"
"REPSOL","MÁLAGA","CARRETERA A 359 KM. 17"
"ACEITES LOS ROMANES","MÁLAGA","CALLE CORRALON, 11"
"LAS COLONIAS","MURCIA","MU-413 km 2"
"CEPSA","MURCIA","CTRA. DE LORCA, Nº 2 (C-3211A km 94,6)"
"PLENOIL","MURCIA","CARRETERA DE LORCA KM. 36"
"PLENOIL","MURCIA","CALLE PANAMA, 1"
"GMOIL","MURCIA","CALLE VENEZUELA, 10/12"
"GASEXPRESS","MURCIA","CARRETERA TORRES DE COTILLAS KM. 10"
"GASEXPRESS","MURCIA","AVENIDA LIBERTAD, S/N"
"REPSOL","MURCIA","AUTOVIA A-7 KM. 606"
"REPSOL","MURCIA","AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 606"
"SHELL EL GUADALENTIN","MURCIA","AUTOVIA RM-2 KM. 41,7"
"HLH","MURCIA","CARRETERA MURCIA 554 KM. 4,816"
"24H","MURCIA","CARRETERA MU-554 POLIGONO INDUSTRIAL LA CAPELLANIA KM. 1"
"MONAKO","MURCIA","CARRETERA CARRETERA MU KM. 1"
"US ROSEMUR","MURCIA","CALLE ROSEGAR, 8"
"REPSOL","MURCIA","AVENIDA JUAN PUJANTE HERNÁNDEZ, S/N"
"COBUCO","MURCIA","CR C-415 km 41.5"
"GASOLEOS CALASPARRA","MURCIA","POLIGONO INDUSTRIAL OESTE, SECTOR B PARCELA 10, 10"
"AGRA","MURCIA","POLIGONO INDUSTRIAL OESTE CL RIO QUIPAR S/N"
"ESTACION DE SERVICIO VENTA CAVILA","MURCIA","CARRETERA CRT. RM-730 KM. 730"
"GALP","MURCIA","CARRETERA GRANADA, P.J. SANTA INES KM. 1"
"REPSOL","MURCIA","CR MU-415 S.N. (MU-415 km 0,7)"
"ROYMAGA PETROLEOS","MURCIA","MUELLE PASEO ALFONSO XII, S/N"
"NATURGY LAS CUMBRES CARTAGENA","MURCIA","AVENIDA AVENIDA PEDRO SÁNCHEZ MECA, S/N"
"REPSOL","MURCIA","AVENIDA SANCHEZ MECA, SN"
"IBESSA","MURCIA","CALLE BLAS DE OTERO, 2"
"REPSOL","MURCIA","CL PLAZA ESPAÑA, S.N."
"SHELL","MURCIA","CALLE SEBASTIAN FERINGAN, S/N"
"ROYMAGA PETROLEOS,SL","MURCIA","CALLE BUDAPEST, 129"
"PLENOIL","MURCIA","AVENIDA TIDO DIDIO, S/N"
"ADRIDAN","MURCIA","AUTOVIA LA MANGA - RM22 - SALIDA 0 KM. 0,222"
"REPSOL","MURCIA","CARRETERA CARTAGENA-ALHAMA KM. 11,3"
"CABEZO VENTURA","MURCIA","CARRETERA F-37 KM. 7,700"
"ROYMAGA PETROLEOS","MURCIA","CARRETERA MU-311 KM. 25,2"
"REPSOL","MURCIA","CALLE PROLONG. JUAN FERNANDEZ, 43"
"REPSOL","MURCIA","CALLE ALVAREZ ALONSO, 29"
"GMOIL","MURCIA","CALLE VILMA-C.BEAZA, S/N"
"RASPAOIL (SERV. ATENDIDO)","MURCIA","CTRA. TENTEGORRA km 1,10"
"GASEXPRESS","MURCIA","AVENIDA JUAN CARLOS I  EN  CARTAGENA, 91"
"ESTACIÓN MADRID","MURCIA","N-301A km 437"
"U.S. TRANSMARAVILLAS","MURCIA","CARRETERA DEL  CAMPILLO, POL IND EL MULADAR KM. 1,3"
"CANARAFLOR","MURCIA","CALLE CAÑADA DE GARCIA, S/N"
"ES MILL SERVICES","MURCIA","CARRETERA DE MULA KM. 1,0"
"SERMUCO","MURCIA","POLIGONO LOS PRADOS, 6"
"REPSOL","MURCIA","CARRETERA N 301 A KM. 355"
"REPSOL","MURCIA","CL PARAJE ASENSADO, S.N."
"NINGUNO","MURCIA","CARRETERA FUENTE ALAMO-CORVERA KM. 1"
"REPSOL","MURCIA","AUTOVIA A-30 KM. 172"
"MOLGAS","MURCIA","AUTOVIA A-30 KM. 170"
"FYCSA FRESH AND CARRY,S.A.","MURCIA","PARAJE CASAS DE PACO PEDREÑO, S/N"
"COTRAJU","MURCIA","CAMINO DE MURCIA, S/N"
"U.C.Y.G.","MURCIA","AVDA. DE YECLA (CAMINO DEL CASTILLO)"
"JUMILLA GAS","MURCIA","AVENIDA YECLA, 48"
"ESTACION DE SERVICIO LEVANTE","MURCIA","AVENIDA LEVANTE (DE), 42"
"MULTIGAS ENERTICA S.L.","MURCIA","CARRETERA 3314 KM. 2,2"
"REPSOL","MURCIA","CR  A-7 P.K. 641"
"REPSOL","MURCIA","AUTOVIA A-7 KM. 591"
"CEPSA","MURCIA","CARRETERA N-340 KM. 309,8"
"EL REMOLINO","MURCIA","AUTOVIA LORCA -AGUILAS KM. 0,800"
"EUROPA","MURCIA","AVENIDA EUROPA, 40"
"SUTULLENA-CEPSA","MURCIA","CAMINO CAMINO HONDO RONDA SUR, 1"
"VENTA LA PETRA","MURCIA","CARRETERA A-91 KM. 3,5"
"LORBUS","MURCIA","CARRETERA CARRETERA DE AGUILAS, KM 5 KM. 5"
"PETROLORCA,S.L","MURCIA","CARRETERA CARRAVACA A AGUILAS KM. 63,800"
"SINERGIA DIESEL","MURCIA","CARRETERA D-11/CAMINO VIEJO DEL PUERTO KM. 1,5"
"REPSOL","MURCIA","CARRETERA NACIONAL.340. KM. 117"
"GASEXPRESS","MURCIA","CALLE LORCA 77, 56"
"REPSOL","MURCIA","CR N-340, 584"
"ANDAMUR ""LORCA""","MURCIA","CARRETERA NACIONAL KM. 588"
"GASMOR E HIJOS S.L","MURCIA","CARRETERA GRANADA KM. 340"
"BP BASE 2000","MURCIA","PLAZA ESPAÑA (IND.CRUCE LORQ, S/N"
"BP","MURCIA","AUTOVIA RM-3 SALIDA 22 KM. 49"
"GALP","MURCIA","AUTOPISTA AP-7 KM. 848"
"NATURGY ES MOLINA DE SEGURA","MURCIA","CALLE ALDEBARAN, 30"
"IDS","MURCIA","CALLE ALDEBARAN (LA ESTRELLA, 30"
"CAPITRANS","MURCIA","CALLE SOL (POLIGONO LA ESTRELLA), 10"
